ID,姓,名,简要,演义,历史,剧本,势力颜色,兵种列表
65,,,董卓的武将，幼名阿多。,在董卓入军洛阳时从军。董卓死後，同李傕攻陷长安，並拥献帝掌握政权。然而妒心强的妻子被杨彪所利用，使得和李傕之间反目成仇。虽然在张济的斡旋下和李傕重修旧好，但是献帝却逃出长安並受到曹操保护。和李傕同被曹操讨伐，成为山贼之後被部下伍习所杀。,郭汜之妻见丈夫经常在李家过夜，害怕失去丈夫的宠爱，就计劃使两人反目成仇。並非杨彪所计谋。,,52,0 1 2 29 30 
66,,,袁术的武将。,打著皇帝名号的袁术掀起吕布讨伐战时，担任督战官负责全七军的连络。但是因为陈珪亲子之计使得韩暹和杨奉反叛，进而使袁术军大败。之後马上受到曹操的攻击，虽然和梁纲、李豊、陈纪等人守卫寿春，四人却同被逮捕，並在市场中被斩首。,在曹操亲自迎击入侵陈的袁术时，袁术弃军而逃。奉袁术命令和桥、李豊、梁纲等人一起留下，却被曹操击破被于禁斩首。,,52,0 1 2 29 30 
67,,,霍弋之父。原为刘表武将，後改仕刘备。,受到孟达向正在进攻益州的刘备推举。和孟达两人守卫葭萌关，受到张鲁旗下的马超进攻时曾向刘备要求援军。即使正同曹操展开汉中攻防战时也依然死守葭萌关。在黄忠和严颜的救援之前，防止了张郃的攻击。,刘表死後归顺刘备。虽然受到刘璋军的扶禁、向存等人包围葭萌关，仍孤军奋战守关一整年，甚至反将向存斩首。在刘备平定益州後任梓潼太守，却未能参加汉中攻防战便死去。,,52,0 1 2 29 30 
68,,,魏国名将。,因司马懿的推举负责守卫陈仓。诸葛亮第二次北伐时对战，将诸葛亮开发的兵器烧光成功地守住城。王双及时来援，在蜀军一度撤退後染上了重病。聽到蜀军再次来袭火攻陈仓城後，遂导致病情恶化而死。,在曹叡时代，镇压在西平反叛的麴英。从诸葛亮手中防卫了陈仓的功勋被列侯所赞誉，不久後病死。並未记载诸葛亮的再次袭击陈仓，以及郝昭因此而死的事。,,52,0 1 2 29 30 
69,,,曹操的武将，乐綝之父。魏国五子良将之一。,在曹操举兵时从军，随後转战各地。在袁家讨伐战中射杀郭图，和李典等人攻陷高幹所防守的壶关。赤壁之战後，同李典成为张辽的副将共防合淝。在逍遥津一战故意败退引诱孙权军深入，致使张辽的奇袭成功。之後於濡须口和凌统交锋，受到凌统追击时被甘寧的箭射中而归阵。,身材瘦小却骁勇果断。和张辽、于禁、张郃、徐晃並列齐名的名将。在官渡之战将淳于琼斩首。,,52,0 1 2 29 30 
70,,,魏国武将。乐进之子。,为曹真的副先锋，同先锋的张虎共战诸葛亮的北伐军。祁山一战中未能破诸葛亮的阵势被俘，以赤裸裸一身並在脸上塗墨後才被释放。诸葛亮的北伐结束後，参加公孙渊的讨伐战。之後成为扬州刺史。接受贾充的密函企图除掉有反叛嫌疑的诸葛诞，不料被诸葛诞发现而被下手杀死。,如同父亲的刚毅性格，容貌也很相似。死後追封为卫尉。,,52,0 1 2 29 30 
71,,,袁绍的参谋。袁绍死後服侍袁谭。,官渡之战前，作为袁绍的臣子被问及是否和曹操开战时，主张开战。在刘备投靠袁绍时建议袁绍杀了刘备。乌巢的兵粮库受袭时，让张郃和高览进攻曹操本营失败，将自己的责任推给张郃两人，故使两人转投向曹操军。袁绍死後，和审配、逢纪对立，同辛评服侍袁谭。虽一时降於曹操攻讨袁尚，结果却被曹操包围在南皮城，被乐进射杀。,献帝脱離长安之际，曾经进言拥护。,,52,0 1 2 29 30 
72,,,吴国合浦太守，脩允的私兵队长。,没有记载。,在脩允被任命为桂林太守时，先行赴任。不久脩允死去，被命分割私兵队但却拒绝。孙皓进行广州的户籍调查时，煽动民众的不安引起反乱，並杀害广州督·虞授。吴国灭亡时，预言南方将掀起叛乱的孙皓，在此感叹吴国即将毁灭。虽然陶濬、陶璜等人前往镇压，但随後晋国发起吴国讨伐战，吴灭亡。,,52,0 1 2 29 30 
73,,,吕布的武将。,在争濮阳和曹操一战中登场。将曹操诱往濮阳城内，却让其逃跑。当吕布在下邳受围时，成为向袁术请求援军的使者许汜、王楷的护卫。去程时虽成功地突破了曹操军，回程时却被张飞抓到，遭曹操斩首。,和袁术取得连络，吕布在下邳发起反叛，让吕布逃走並遭高顺所攻。被部下曹性背叛，在决鬥中让曹性负伤，自己也失去一条手腕。最後被高顺斩首而死。,,52,0 1 2 29 30 
74,,,蜀国侍中。,受刘备所提拔。在诸葛亮的出师表中评论其「与费禕、董允同为诚实忠义之士。宫中的所有事情皆要向这此三人商谈」。受到欲出发北伐的诸葛亮任命留守成都。,个性稳重，人品及学识之高广为人知。在出师表上奏後，费禕为参军，董允则晋升为侍中兼虎贲中郎将负责指挥近卫队，但却没有郭攸的升官记载。,,52,0 1 2 29 30 
75,,,霍峻之子。蜀国建寧太守。演义中为霍戈。,在成都被邓艾攻陷後，著丧服面向成都连哭三天。在确认刘禅的安全为止坚持拒降，知道刘禅被封为安乐公之後，便率部下投降。,刘禅的太子舍人。诸葛亮北伐时，和诸葛乔在各地巡视。之後历任黄门侍郎、安南将军。在蜀国投降时，同罗宪一起保住一个地区，因而被司马昭称赞。为晋国南中都督，平定交趾、日南、九真三郡。,,52,0 1 2 29 30 
76,,,大司农·郭全之孙。魏国武将。,和刘备军的汉中攻防战时随曹洪从军，庇护连续战败的张郃免於被曹洪处死。在诸葛亮开始北伐时推举曹真为副都督，之後，协同司马懿接连防止了诸葛亮的北伐。曹爽灭亡後，讨伐发起叛乱的夏侯霸，却被逃走。在陇西和姜维对战中曾一度击退对方。再次进攻的姜维将司马昭包围在铁笼山，虽欲前去救援，却受姜维箭射中眉心而死。,加入曹操的张鲁讨伐军，成为夏侯渊的司马。,,52,0 1 2 29 30 
77,,,魏将·夏侯渊之子。夏侯霸之弟，夏侯惠、和之兄。,夏侯渊的次子。在诸葛亮出兵五丈原时，被司马懿提拔，同其兄夏侯霸担任左右先锋。公孙渊掀起叛乱时，也随司马懿从军镇压。,是个有男子气概的人物，历任荆州、兖州刺史。看面相的朱建平预言「虽在49岁时遭遇灾难，但只要撑过这关就会活到70岁，能成为辅佐皇帝之人」。在49岁时的12月患病，虽喜於除夕夜时康復，却在酒宴後病发随即猝死。,,52,0 1 2 29 30 
78,,,曹操的重臣。夏侯惇的堂弟。夏侯霸、威、惠、和之父。,连同夏侯惇在曹操举兵时从军。铜雀台落成时展现曹操军第一弓术，在渭水一战中射杀成宜。在击退马超後，毛遂自薦同张既共守长安，並平定凉州。张鲁讨伐战中同张郃先锋，在压制汉中後守卫定军山。汉中受到刘备攻打时，虽受到曹操「我对妙才（夏侯渊的字）有所期待」警惕切莫过於急躁所写的一封信，却还是因对山被刘备军夺走而焦躁，在出阵时被黄忠所杀。,官渡之战时负责确保兵粮。善於奇袭。,,52,0 1 2 29 30 
79,,,曹操的亲信。,受曹操宠爱，负责保管和曹操的宝剑「倚天」相对的「青釭」。在长阪坡之战中出阵负责掠夺，却被寻找刘禅的赵雲所杀，宝剑也被夺。,没有记载。,,52,0 1 2 29 30 
80,,,魏将·夏侯渊之子。夏侯霸、夏侯威、夏侯惠之弟。,夏侯渊的四子。诸葛亮出兵五丈原时，受司马懿提拔，同三兄夏侯惠担任行军司马。在上方谷连勝蜀军夺取兵粮，不过这是诸葛亮的策略，被引诱的司马懿身陷陷阱。,与人议论辩才无碍且充满了才气。历任河南尹、太常。蜀国灭亡时，同朱抚以使者的身份共赴成都，但是並未协助同时期反叛的锺会。,,52,0 1 2 29 30 
81,,,魏将·夏侯渊之子。夏侯霸、威之弟，夏侯和之兄。,夏侯渊的三子。於诸葛亮出兵五丈原时，受司马懿提拔，同弟夏侯和担任行军司马。在上方谷时如诸葛亮所预测的连勝蜀军，为司马懿陷入陷阱的原因之一。同夏侯霸安抚因诸葛亮的木像而吓跑的司马懿。,自幼才能和学问就为人所称赞。历任乐安太守等职。屡次和锺毓展开论战，大部分的时候都是夏侯惠的意见被採用。37岁死亡。,,52,0 1 2 29 30 
82,,,魏将·夏侯尚之子。曹爽的堂兄弟。清谈家。,和李豐、张缉受曹芳命令诛杀司马师，不料密函被司马师发现。和李豐等人在市场被腰斩，三族皆被杀光。,曹爽掌政时历任高官，傑出的功绩为後世的範本。２４４年，同曹爽进攻蜀国，败给了费禕。曹爽被司马懿所杀之後，也因与曹爽关係亲密而未遭到厚待。和李豐、张缉企图打倒司马氏的计劃洩露，招致被杀。和同样对司马氏掀起反叛的诸葛诞、毌丘俭等人也关係亲近。,,52,0 1 2 29 30 
83,,,魏将·夏侯惇（正史为夏侯渊）的姪子。夏侯德之弟。,在对刘备军的汉中攻防战中，同韩浩、张郃共同防守的瓦口关被黄忠击破，防守天荡山的夏侯德也被击败。在定军山被黄忠所俘，在和陈式交换人质时中了黄忠一箭。之後，同徐晃共守襄阳，虽和曹真联手包围江陵，却还是败给陆逊。,同和曹彰镇压在代郡的胡族反叛。曹丕的时代，因攻略上庸成为征南大将军。在江陵包围战击败诸葛瑾。因爱妾的死导致重病，最後懷恨而死。和曹丕有著超越身份的亲密关係。,,52,0 1 2 29 30 
84,,,魏将·夏侯惇之姪，夏侯尚之兄。,在与刘备军的汉中攻防战中，防守曹操军囤积兵粮的天荡山。保护在葭萌关败给黄忠的夏侯尚张郃。轻视黄忠是个老将而出阵後，本营却遭到严颜的火攻，赶往灭火时被严颜砍杀致死。,没有记载。不确定是否为夏侯尚之兄。,,52,0 1 2 29 30 
85,,,曹操的重臣，西汉夏侯婴的後裔。,在曹操举兵之後从军。在董卓讨伐战中救出败给徐荣的曹操，並刺死徐荣。在和吕布军交战中，左眼虽被曹性的箭射中，最後还是将曹性杀死。在刘备任用诸葛亮时进攻新野，但是遭到诸葛亮的火攻而大败。镇压在邺掀起反叛曹操的耿纪和韦晃。和刘备军的汉中攻防战中，向杨修询问曹操随口而出的「鸡肋」其意，並指挥军队撤退。曹操死後有如追随而去一般地病死。,因失去左眼故称之为盲夏侯。在曹丕时代为大将军。,,52,0 1 2 29 30 
86,,,魏将·夏侯渊之子。夏侯威、夏侯惠和夏侯和之兄。,夏侯渊的长子。在诸葛亮的第五次北伐时被司马懿提拔，同其弟夏侯威担任先锋。公孙渊反叛时亦随从司马懿，並砍杀卑衍。曹叡死後，和掌握实权的曹爽关係亲近，在曹爽被司马懿所杀後，便亡命到蜀国追随姜维。同时也传达锺会和邓艾是个强敌的消息。之後，在姜维北伐时从军。２６２年，中了邓艾和司马望的空城计，遭受石箭攻击而战死。,夏侯渊的次子。其堂妹为张飞之妻，其女为刘禅之后，所以在蜀国也相当受到礼遇。被任命为车骑将军。,,52,0 1 2 29 30 
87,,,夏侯渊之子，夏侯惇的养子。其妻为曹操之女·清河公主。,字子休。在诸葛亮第一次北伐时，自願亲自指挥迎击。虽被王朗指责毫无经验，仍无视於指责执意出征，在南安被王平逮捕。由於诸葛亮策略被释放後逃往天水，因为懷疑姜维而使其反叛。在天水被攻陷後，同马遵逃往羌胡城。,虽是夏侯惇的次子，却继承夏侯渊的任职。曹丕时代以安西将军进驻在长安。於诸葛亮北伐前被召回中央，並未和诸葛亮交战。,,52,0 1 2 29 30 
88,,,夏侯文寧之女。曹爽的堂弟·曹文叔之妻。,父亲为夏侯令。其名顾名思义即夏侯令之「女」。年轻丧夫，没有子女的缘故，虽受父亲鼓励再婚，却毅然割下一耳以表拒绝。在曹爽一族被灭之後，再次被劝说再婚时，这次则以切下鼻子拒绝。其贞节让司马懿感到佩服，於是允许其收养养子为继承人。,曹文叔死後为恐被迫再婚而断发。之後切下耳鼻的发展和演义相同。,,52,0 1 2 29 30 
89,,,贾逵之子。晋惠帝之后·贾南风之父。司马昭的心腹。,为了让司马昭掌握政权在暗中活跃，讨伐反抗的诸葛诞等人。发现魏帝·曹髦的暗杀司马昭计劃，就在成济杀死曹髦。当司马昭苦恼於选择继承人之际推举司马炎，司马昭死後促使成为晋王的司马炎决心夺取帝位。在羊祜和杜预上奏吴国讨伐作战时表示反对。在孙皓投降时责备他残忍的行为，但却反被指出暗杀曹髦一事，令其蒙羞。,在晋国历任侍中、司空、尚书令等职，负责制定晋律。以晋建国的最大功臣而官升至太宰。,,52,0 1 2 29 30 
90,,,吴国司徒。孙和的侧室·何氏之弟，孙皓的叔父。,２７９年，当晋国发起讨吴战时，被孙皓所召询问对策，却什麼也答不出来。,孙皓即位後随心所欲操控政权，同其姐何氏等都被人民所怨恨。在晋国大军逼近时，曾被孙皓以书信询问对策。在吴国灭亡同时向晋国投降。,,52,0 1 2 29 30 
91,,,东汉大将军。为灵帝的皇后即生下刘辩（少帝）的何皇后的異母之兄。原本经营肉店，藉由宦官之助成为外戚。,命令卢植、皇甫嵩、朱儁镇压黄巾之乱。曾经差点被宦官蹇硕所暗杀，之後和十常侍争夺政权。灵帝死後，拥刘辩即帝位，並暗杀刘协派的董太后。企图诛灭十常侍时被何太后阻止，接受袁绍献策，策劃集结董卓等诸侯的军事力量将宦官一扫而尽。不料在事前计劃洩漏，前去和何太后见面途中被十常侍暗杀。,因宦官之助使外戚得权，可说是中国史上少见的情形。,,30,0 1 2 29 30 
